id,age,income,self_learning_hours,highest_degree,favourite_domain
46466,38,54,0.32,High School,Software Engineering
46467,18,49,0.66,Bachelor,Data Science
46468,65,44,2.3,High School,Data Science
46469,25,87,0.45,Bachelor,Cybersecurity
46470,34,53,1.14,High School,Data Science
46471,58,10,3.47,Bachelor,Business Analytics
46472,60,45,0.96,Master,AI
46473,50,34,2.34,PhD,Data Science
46474,26,59,0.34,Bachelor,Cybersecurity
46475,63,61,2.06,Master,Data Science
46476,32,12,1.28,PhD,Cybersecurity
46477,30,38,0.62,High School,Cybersecurity
46478,26,35,1.47,High School,Business Analytics
46479,61,9,2.84,PhD,AI
46480,33,27,3.06,Bachelor,Data Science
46481,33,62,0.27,Master,Software Engineering
46482,32,17,0.81,High School,Software Engineering
46483,42,28,0.49,Bachelor,Software Engineering
46484,40,94,3.93,Bachelor,Data Science
46485,57,56,3.13,Master,Business Analytics
46486,24,41,2.27,Bachelor,Software Engineering
46487,57,90,2.94,PhD,Data Science
46488,51,11,3.77,High School,Cybersecurity
46489,55,79,1.23,Master,Cybersecurity
46490,51,77,3.67,Master,Cybersecurity
46491,54,30,3.33,High School,Data Science
46492,21,14,1.2,High School,Cybersecurity
46493,18,95,2.58,PhD,Data Science
46494,62,46,2.07,PhD,Business Analytics
46495,47,92,0.21,Master,AI
46496,28,62,3.51,Bachelor,Data Science
46497,59,75,3.84,PhD,Cybersecurity
46498,22,37,1.83,PhD,Software Engineering
46499,19,8,1.37,PhD,AI
46500,31,31,0.39,Bachelor,Software Engineering
46501,56,39,3.38,PhD,Data Science
46502,48,11,1.49,Master,Software Engineering
46503,67,88,1.81,High School,Business Analytics
46504,18,72,0.28,High School,Business Analytics
46505,59,68,3.6,Bachelor,Business Analytics
46506,48,93,2.71,High School,Software Engineering
46507,34,88,3.09,Master,AI
46508,53,10,1.35,Master,Business Analytics
46509,24,17,0.58,Master,Business Analytics
46510,66,86,1.0,PhD,Software Engineering
46511,54,41,2.4,Master,Cybersecurity
46512,60,25,3.26,Bachelor,AI
46513,48,93,1.08,PhD,AI
46514,23,68,1.05,High School,Software Engineering
46515,46,58,1.81,High School,Business Analytics
46516,19,8,0.66,Master,Software Engineering
46517,21,13,2.77,Master,Cybersecurity
46518,44,69,1.19,High School,Data Science
46519,68,43,2.91,Bachelor,Data Science
46520,47,65,0.87,Master,Cybersecurity
46521,54,75,3.72,Bachelor,Software Engineering
46522,42,34,1.93,Master,Data Science
46523,29,7,3.01,High School,Cybersecurity
46524,20,56,2.18,High School,Data Science
46525,22,68,0.0,Master,AI
46526,24,45,3.84,High School,Data Science
46527,24,56,1.3,Master,Business Analytics
46528,52,83,0.28,Master,AI
46529,56,9,3.42,PhD,Cybersecurity
46530,39,40,3.55,PhD,Business Analytics
46531,39,58,2.75,PhD,AI
46532,52,13,3.41,Bachelor,Cybersecurity
46533,66,91,0.85,PhD,Cybersecurity
46534,28,48,3.17,PhD,Business Analytics
46535,55,63,3.97,High School,Business Analytics
46536,51,17,3.11,High School,Cybersecurity
46537,53,76,1.86,Bachelor,Business Analytics
46538,28,24,3.39,Bachelor,Data Science
46539,47,39,3.93,Master,Business Analytics
46540,29,31,0.29,Bachelor,Data Science
46541,25,83,2.71,Master,Data Science
46542,69,17,2.18,Bachelor,Data Science
46543,38,16,0.39,Bachelor,AI
46544,44,11,2.62,Master,Business Analytics
46545,33,51,0.81,High School,Data Science
46546,23,68,2.62,Master,AI
46547,26,5,1.09,Master,AI
46548,56,77,3.19,Master,Business Analytics
46549,28,91,0.14,PhD,Data Science
46550,62,100,1.57,Master,Business Analytics
46551,66,10,1.51,Bachelor,AI
46552,59,90,2.91,PhD,Software Engineering
46553,33,29,0.9,Bachelor,Software Engineering
46554,29,39,2.63,High School,AI
46555,65,45,0.56,High School,AI
46556,61,16,2.5,High School,Business Analytics
46557,27,94,1.29,Master,AI
46558,39,13,2.98,Bachelor,Data Science
46559,25,52,0.92,Bachelor,Business Analytics
46560,34,95,1.0,High School,Software Engineering
46561,35,75,1.55,Master,Cybersecurity
46562,31,68,0.3,Bachelor,Data Science
46563,63,89,1.73,Bachelor,Software Engineering
46564,29,37,2.57,Master,Software Engineering
46565,35,12,1.01,Bachelor,Business Analytics
46566,27,40,1.4,Bachelor,Data Science
46567,66,71,2.02,PhD,Data Science
46568,66,94,2.02,Master,AI
46569,67,100,3.69,Bachelor,Cybersecurity
46570,19,54,0.5,Bachelor,Business Analytics
46571,47,55,1.31,High School,Cybersecurity
46572,54,72,2.05,PhD,Software Engineering
46573,63,61,3.05,High School,AI
46574,68,71,1.28,Bachelor,Software Engineering
46575,29,57,0.42,PhD,Software Engineering
46576,43,38,0.34,PhD,Cybersecurity
46577,23,44,3.2,Bachelor,AI
46578,28,63,2.1,PhD,Software Engineering
46579,30,24,1.61,Master,Data Science
46580,66,21,2.78,Master,Software Engineering
46581,61,78,3.71,Bachelor,Data Science
46582,18,18,3.21,Master,Data Science
46583,30,24,1.17,Master,Cybersecurity
46584,22,95,1.06,Bachelor,Data Science
46585,41,29,3.94,PhD,AI
46586,29,22,0.15,High School,Business Analytics
46587,31,69,1.77,PhD,AI
46588,19,57,2.92,Master,Software Engineering
46589,59,7,1.51,High School,Data Science
46590,64,57,1.31,Bachelor,Data Science
46591,46,83,3.03,High School,Cybersecurity
46592,62,55,3.51,Bachelor,Business Analytics
46593,59,78,0.96,High School,Data Science
46594,54,39,2.76,PhD,Business Analytics
46595,39,68,3.79,Master,AI
46596,34,24,1.3,Bachelor,Software Engineering
46597,19,58,2.41,High School,Cybersecurity
46598,54,100,0.56,PhD,Software Engineering
46599,67,18,0.91,Bachelor,Data Science
46600,65,73,2.43,Bachelor,Business Analytics
46601,49,59,3.04,Master,Data Science
46602,21,79,1.92,PhD,Business Analytics
46603,46,93,1.05,High School,Software Engineering
46604,59,79,1.49,PhD,Data Science
46605,51,49,0.65,Master,Business Analytics
46606,30,48,0.8,Bachelor,Cybersecurity
46607,28,40,1.49,Master,AI
46608,62,93,1.14,High School,Software Engineering
46609,33,91,1.26,Master,AI
46610,34,9,1.14,PhD,Cybersecurity
46611,26,52,0.28,Bachelor,Business Analytics
46612,44,88,0.68,PhD,AI
46613,39,100,2.0,High School,Cybersecurity
46614,57,28,3.58,Bachelor,AI
46615,20,68,2.41,High School,Business Analytics
46616,62,52,3.02,High School,AI
46617,61,78,2.95,Master,Cybersecurity
46618,26,83,0.3,Master,Software Engineering
46619,36,30,0.95,Master,Business Analytics
46620,36,68,1.94,Master,Data Science
46621,30,95,3.09,PhD,Data Science
46622,25,12,3.9,Master,Software Engineering
46623,21,12,0.64,Bachelor,Business Analytics
46624,59,30,3.29,High School,Data Science
46625,43,100,0.04,High School,Software Engineering
46626,54,14,0.52,PhD,AI
46627,34,22,0.43,Bachelor,Cybersecurity
46628,23,95,0.21,High School,Software Engineering
46629,21,22,2.99,High School,Cybersecurity
46630,36,88,0.49,High School,Data Science
46631,42,87,3.88,PhD,AI
46632,32,74,2.85,PhD,Business Analytics
46633,64,61,1.19,Master,Software Engineering
46634,40,85,2.02,PhD,AI
46635,22,28,1.3,High School,AI
46636,66,85,0.76,Master,AI
46637,48,17,0.01,PhD,Data Science
46638,35,100,1.49,High School,Cybersecurity
46639,64,72,3.6,Master,Data Science
46640,37,40,1.83,Master,Software Engineering
46641,59,84,1.38,Master,Business Analytics
46642,43,99,3.19,Bachelor,Cybersecurity
46643,51,22,1.47,High School,Cybersecurity
46644,70,29,0.43,Bachelor,Software Engineering
46645,24,52,1.19,PhD,Cybersecurity
46646,34,22,3.87,Master,Business Analytics
46647,36,51,1.5,Master,Software Engineering
46648,62,9,3.25,Bachelor,Cybersecurity
46649,47,85,2.54,PhD,Cybersecurity
46650,58,42,0.64,Bachelor,Cybersecurity
46651,21,7,1.07,High School,AI
46652,50,30,0.27,PhD,Business Analytics
46653,62,82,1.77,Bachelor,AI
46654,65,36,0.33,Bachelor,Business Analytics
46655,53,13,3.88,High School,Data Science
46656,38,34,1.74,Bachelor,AI
46657,64,74,0.09,Master,Cybersecurity
46658,60,71,1.95,PhD,Cybersecurity
46659,36,92,3.37,Master,AI
46660,46,80,0.99,PhD,Software Engineering
46661,18,69,3.66,High School,Data Science
46662,27,96,3.25,PhD,Business Analytics
46663,45,48,1.87,High School,Cybersecurity
46664,50,64,1.17,PhD,Software Engineering
46665,25,96,0.92,PhD,Cybersecurity
46666,70,20,2.84,High School,Cybersecurity
46667,24,6,1.43,High School,AI
46668,32,80,1.15,High School,Business Analytics
46669,50,12,1.53,Master,AI
46670,41,63,3.4,High School,AI
46671,69,30,3.98,High School,AI
46672,69,35,2.77,Bachelor,AI
46673,29,30,0.14,PhD,Business Analytics
46674,50,80,3.1,Bachelor,Data Science
46675,20,61,2.2,High School,Cybersecurity
46676,30,49,3.16,Bachelor,Software Engineering
46677,52,21,2.25,Bachelor,Business Analytics
46678,41,90,2.27,Master,AI
46679,49,5,0.1,PhD,Business Analytics
46680,50,49,2.77,Bachelor,AI
46681,67,26,1.3,Master,Data Science
46682,18,14,2.43,High School,AI
46683,40,93,2.11,Master,Software Engineering
46684,54,63,2.91,Master,AI
46685,37,37,3.72,High School,Cybersecurity
46686,24,71,2.82,High School,Software Engineering
46687,31,85,0.64,Master,AI
46688,42,80,1.92,Master,AI
46689,21,94,3.2,Bachelor,Business Analytics
46690,29,73,1.94,Master,Software Engineering
46691,46,48,2.79,PhD,Data Science
46692,54,40,2.0,Bachelor,Software Engineering
46693,40,50,3.41,High School,Business Analytics
46694,66,8,1.5,Bachelor,Software Engineering
46695,64,60,3.68,Master,Cybersecurity
46696,48,85,1.22,PhD,Cybersecurity
46697,26,38,2.87,Master,Business Analytics
46698,31,87,1.31,High School,AI
46699,33,83,3.26,Bachelor,Data Science
46700,33,89,3.61,Master,Software Engineering
46701,61,42,1.99,Master,Data Science
46702,49,65,1.46,PhD,Data Science
46703,18,13,1.57,Master,Cybersecurity
46704,41,83,1.04,Bachelor,Data Science
46705,36,69,0.14,PhD,AI
46706,25,20,3.79,High School,Software Engineering
46707,58,13,1.32,High School,Software Engineering
46708,32,35,3.1,High School,Data Science
46709,33,11,3.24,PhD,Software Engineering
46710,47,91,1.26,PhD,Cybersecurity
46711,58,48,3.15,PhD,Business Analytics
46712,66,29,3.92,Master,AI
46713,43,89,1.55,Bachelor,Business Analytics
46714,18,100,1.2,PhD,Software Engineering
46715,70,90,2.96,Master,Software Engineering
46716,30,82,0.13,Bachelor,Data Science
46717,60,31,1.34,Bachelor,Software Engineering
46718,54,82,3.37,Master,AI
46719,46,80,1.52,Bachelor,Data Science
46720,31,98,2.44,Bachelor,Software Engineering
46721,47,58,0.71,Bachelor,Data Science
46722,23,63,0.31,High School,Cybersecurity
46723,49,46,2.6,Master,Business Analytics
46724,53,47,2.51,PhD,Data Science
46725,20,40,0.52,Bachelor,Business Analytics
46726,26,68,2.74,Master,Business Analytics
46727,20,43,1.58,High School,Data Science
46728,20,92,2.87,Master,Software Engineering
46729,37,87,3.59,Bachelor,AI
46730,44,47,2.69,Bachelor,AI
46731,46,94,1.98,Bachelor,AI
46732,37,39,1.52,Bachelor,Software Engineering
46733,70,100,1.7,Master,Software Engineering
46734,60,53,2.05,Master,Data Science
46735,61,69,1.51,Master,Cybersecurity
46736,65,9,0.61,Bachelor,Cybersecurity
46737,24,64,3.54,High School,AI
46738,62,50,0.96,Master,Cybersecurity
46739,44,21,3.9,High School,Data Science
46740,34,6,1.17,Bachelor,Business Analytics
46741,51,10,1.77,PhD,AI
46742,70,67,0.02,Bachelor,Cybersecurity
46743,65,10,3.18,PhD,Business Analytics
46744,58,6,0.67,PhD,Business Analytics
46745,31,82,3.24,Master,Business Analytics
46746,27,29,2.76,Bachelor,AI
46747,66,34,0.72,PhD,Data Science
46748,30,33,2.79,Bachelor,Software Engineering
46749,35,78,0.33,Master,Business Analytics
46750,53,25,1.94,Master,Data Science
46751,48,58,2.17,PhD,AI
46752,30,78,2.83,PhD,Data Science
46753,46,30,1.51,PhD,Data Science
46754,47,20,1.58,Master,Data Science
46755,70,58,0.71,PhD,AI
46756,41,74,1.44,Master,Software Engineering
46757,55,70,2.51,High School,Business Analytics
46758,42,23,1.59,Bachelor,AI
46759,45,90,0.99,High School,Cybersecurity
46760,65,81,0.08,PhD,AI
46761,22,92,2.75,Bachelor,AI
46762,52,78,1.02,Bachelor,Software Engineering
46763,28,94,1.31,Bachelor,AI
46764,61,88,2.65,PhD,Data Science
46765,19,55,1.43,High School,Cybersecurity
46766,49,67,2.5,Bachelor,Data Science
46767,42,37,3.12,Master,Data Science
46768,43,63,2.2,Master,Software Engineering
46769,68,89,1.21,Master,Software Engineering
46770,36,95,2.3,Bachelor,Cybersecurity
46771,63,86,1.87,PhD,Business Analytics
46772,45,53,3.81,Bachelor,Business Analytics
46773,29,93,3.66,Bachelor,Data Science
46774,67,14,3.99,High School,AI
46775,69,50,2.52,PhD,AI
46776,53,100,1.65,Master,Software Engineering
46777,64,62,2.19,PhD,AI
46778,29,75,1.68,Bachelor,AI
46779,63,61,1.15,PhD,Data Science
46780,63,38,1.42,Master,Business Analytics
46781,28,10,1.86,PhD,AI
46782,34,64,0.28,High School,Software Engineering
46783,55,32,2.63,High School,Software Engineering
46784,50,11,3.57,High School,AI
46785,34,25,1.37,High School,Business Analytics
46786,67,48,0.29,Master,Data Science
46787,38,18,1.75,Bachelor,Software Engineering
46788,58,21,0.43,PhD,Software Engineering
46789,25,53,0.09,Bachelor,Software Engineering
46790,62,88,1.95,Master,AI
46791,33,60,0.11,Master,AI
46792,29,54,2.95,Bachelor,Business Analytics
46793,29,72,3.04,High School,Software Engineering
46794,36,53,2.55,Master,Business Analytics
46795,48,26,1.27,Master,Data Science
46796,33,25,1.81,PhD,Business Analytics
46797,37,98,2.58,High School,Business Analytics
46798,44,92,0.21,High School,Cybersecurity
46799,19,43,4.0,High School,Data Science
46800,45,10,3.94,Master,Business Analytics
46801,31,14,0.65,High School,Software Engineering
46802,60,96,3.97,PhD,AI
46803,43,36,0.11,Master,AI
46804,69,53,1.14,High School,AI
46805,64,42,0.34,High School,Business Analytics
46806,55,88,1.34,Bachelor,Software Engineering
46807,67,51,2.21,PhD,Business Analytics
46808,40,21,3.42,High School,Cybersecurity
46809,31,11,2.65,High School,AI
46810,20,12,2.98,Master,AI
46811,66,55,1.11,High School,Software Engineering
46812,51,23,2.54,Bachelor,Data Science
46813,51,54,0.47,Bachelor,Business Analytics
46814,18,87,0.24,PhD,Cybersecurity
46815,36,62,0.89,Master,Data Science
46816,57,17,1.27,PhD,Business Analytics
46817,55,56,1.4,Master,Business Analytics
46818,34,11,2.26,High School,Data Science
46819,45,20,2.0,High School,AI
46820,49,12,2.27,High School,Business Analytics
46821,59,72,3.65,High School,AI
46822,29,30,0.57,High School,Cybersecurity
46823,32,33,2.02,Master,Data Science
46824,61,52,2.15,Master,AI
46825,44,32,2.55,Bachelor,AI
46826,39,20,2.63,Bachelor,Software Engineering
46827,26,92,0.72,PhD,Software Engineering
46828,70,19,1.08,PhD,Data Science
46829,46,56,0.21,PhD,Software Engineering
46830,61,91,0.92,Bachelor,AI
46831,32,86,0.62,High School,AI
46832,25,18,1.46,Bachelor,Business Analytics
46833,40,95,0.85,PhD,AI
46834,43,15,0.97,Bachelor,Data Science
46835,24,43,3.99,PhD,AI
46836,21,95,2.44,PhD,Cybersecurity
46837,45,12,2.66,Bachelor,AI
46838,53,41,2.72,High School,AI
46839,23,76,1.47,Bachelor,Data Science
46840,32,85,1.43,Master,Software Engineering
46841,54,29,1.48,Bachelor,Cybersecurity
46842,57,73,2.27,PhD,Software Engineering
46843,34,83,2.06,Bachelor,Cybersecurity
46844,39,78,3.51,Bachelor,Business Analytics
46845,18,84,3.1,Bachelor,Data Science
46846,46,53,3.32,PhD,Data Science
46847,22,60,3.37,High School,AI
46848,26,13,3.14,Master,Cybersecurity
46849,69,48,1.07,Master,Software Engineering
46850,24,15,0.87,PhD,Business Analytics
46851,41,64,2.35,Bachelor,Software Engineering
46852,36,25,0.5,Bachelor,Software Engineering
46853,40,83,2.81,High School,Data Science
46854,46,89,2.85,PhD,AI
46855,58,34,3.74,Master,Software Engineering
46856,29,72,2.07,High School,Cybersecurity
46857,23,29,2.23,High School,Cybersecurity
46858,62,13,0.6,PhD,Cybersecurity
46859,50,100,0.7,High School,Cybersecurity
46860,57,77,2.69,Master,Data Science
46861,40,20,1.36,High School,Software Engineering
46862,61,11,2.99,PhD,Data Science
46863,40,100,2.73,Bachelor,Software Engineering
46864,20,14,3.09,PhD,Business Analytics
46865,68,24,3.46,PhD,AI
46866,39,26,2.54,High School,Software Engineering
46867,38,58,2.3,Master,Software Engineering
46868,45,22,1.83,High School,Data Science
46869,27,31,0.56,High School,Software Engineering
46870,44,48,1.83,High School,Business Analytics
46871,31,90,0.68,High School,Business Analytics
46872,23,47,2.82,High School,Software Engineering
46873,59,30,2.9,Master,Cybersecurity
46874,27,42,0.25,Bachelor,Data Science
46875,20,59,3.98,PhD,AI
46876,48,51,2.36,PhD,AI
46877,32,47,1.82,PhD,AI
46878,35,55,1.79,Bachelor,Cybersecurity
46879,47,80,2.41,High School,Business Analytics
46880,42,5,0.26,High School,AI
46881,23,26,3.33,Bachelor,AI
46882,29,27,2.75,High School,Cybersecurity
46883,49,74,0.45,Bachelor,Cybersecurity
46884,33,48,3.78,PhD,Software Engineering
46885,58,12,2.58,Master,Business Analytics
46886,36,95,0.0,High School,Software Engineering
46887,63,70,1.42,PhD,Cybersecurity
46888,62,79,0.35,High School,Business Analytics
46889,46,30,0.78,High School,Business Analytics
46890,67,45,1.71,Bachelor,AI
46891,64,25,1.55,High School,Business Analytics
46892,42,95,0.12,Master,AI
46893,54,58,0.78,Master,AI
46894,59,52,2.03,High School,AI
46895,61,78,0.77,Master,Cybersecurity
46896,66,85,0.2,High School,Software Engineering
46897,58,62,3.16,PhD,Software Engineering
46898,30,73,1.52,PhD,Cybersecurity
46899,32,57,1.14,PhD,Business Analytics
46900,30,9,0.96,Master,Software Engineering
46901,34,87,1.51,Bachelor,Cybersecurity
46902,52,48,2.56,High School,AI
46903,55,36,0.95,Bachelor,Software Engineering
46904,59,80,0.2,Master,Business Analytics
46905,69,52,1.73,Master,Business Analytics
46906,49,54,1.15,Master,Business Analytics
46907,34,29,1.12,Bachelor,Cybersecurity
46908,19,81,1.06,PhD,AI
46909,57,98,3.67,Bachelor,Business Analytics
46910,38,51,3.27,Bachelor,AI
46911,32,14,3.9,Bachelor,Cybersecurity
46912,41,22,3.79,High School,AI
46913,20,85,2.12,PhD,Cybersecurity
46914,26,59,3.32,High School,Data Science
46915,64,26,2.66,Master,AI
46916,29,61,1.32,PhD,Cybersecurity
46917,34,80,0.9,High School,Data Science
46918,58,18,1.83,Master,AI
46919,37,24,3.94,Master,Cybersecurity
46920,37,63,1.48,PhD,Cybersecurity
46921,35,33,2.97,Master,AI
46922,64,15,1.48,Bachelor,Software Engineering
46923,33,11,1.58,Master,Software Engineering
46924,20,94,0.25,PhD,Data Science
46925,51,57,1.71,Bachelor,Data Science
46926,18,53,1.28,Bachelor,AI
46927,56,54,0.6,High School,Data Science
46928,65,32,2.79,PhD,Cybersecurity
46929,18,5,0.2,PhD,Business Analytics
46930,36,19,2.69,Master,Software Engineering
46931,29,86,0.13,High School,Software Engineering
46932,29,53,0.58,High School,Data Science
46933,48,89,1.03,PhD,Cybersecurity
46934,18,48,3.3,PhD,Business Analytics
46935,41,18,2.39,High School,AI
46936,48,92,2.31,High School,AI
46937,27,75,3.16,Bachelor,Cybersecurity
46938,27,31,0.09,Master,Business Analytics
46939,30,28,2.88,High School,Software Engineering
46940,51,98,0.85,PhD,Business Analytics
46941,38,100,3.27,Master,Business Analytics
46942,59,55,3.99,Master,AI
46943,29,74,0.03,Bachelor,Business Analytics
46944,31,42,3.73,PhD,Cybersecurity
46945,60,40,1.93,Master,Data Science
46946,42,6,3.37,PhD,Software Engineering
46947,49,36,2.8,High School,Software Engineering
46948,60,11,1.3,High School,AI
46949,43,46,2.63,Master,Business Analytics
46950,28,98,0.75,PhD,Software Engineering
46951,59,21,1.48,Bachelor,Data Science
46952,66,100,2.53,Bachelor,Software Engineering
46953,44,30,1.2,High School,Data Science
46954,21,46,0.11,Bachelor,Business Analytics
46955,70,40,1.04,High School,Data Science
46956,47,9,2.55,Bachelor,Business Analytics
46957,34,45,0.27,High School,Business Analytics
46958,30,53,1.12,Bachelor,Business Analytics
46959,38,55,0.65,Master,Business Analytics
46960,49,11,2.43,Master,AI
46961,60,98,2.32,PhD,Business Analytics
46962,69,44,2.89,High School,Software Engineering
46963,69,16,0.55,Master,AI
46964,63,70,0.57,Master,Business Analytics
46965,43,17,2.66,PhD,Cybersecurity
46966,66,74,1.57,High School,Data Science
46967,46,45,3.18,High School,Data Science
46968,22,36,2.4,PhD,Cybersecurity
46969,29,95,0.77,PhD,Data Science
46970,45,66,3.44,Master,Software Engineering
46971,53,20,1.61,PhD,AI
46972,43,38,1.75,PhD,Software Engineering
46973,23,26,1.94,Bachelor,Cybersecurity
46974,56,62,1.43,Master,AI
46975,52,97,1.97,High School,Business Analytics
46976,50,100,1.68,High School,Business Analytics
46977,48,5,1.33,High School,Software Engineering
46978,58,99,3.65,Master,Software Engineering
46979,70,80,0.34,PhD,Business Analytics
46980,35,31,2.34,Master,AI
46981,32,78,3.9,High School,Business Analytics
46982,59,66,0.94,PhD,Cybersecurity
46983,59,87,2.52,Master,Software Engineering
46984,22,58,3.11,High School,Business Analytics
46985,30,49,3.94,Bachelor,Business Analytics
46986,62,43,1.66,Bachelor,Business Analytics
46987,51,57,0.31,Bachelor,Data Science
46988,65,13,3.56,Bachelor,AI
46989,43,33,1.04,Master,Cybersecurity
46990,27,39,2.58,Bachelor,AI
46991,27,39,1.89,Bachelor,Software Engineering
46992,44,80,1.14,Master,Business Analytics
46993,21,44,3.56,Master,Software Engineering
46994,48,73,3.78,PhD,Data Science
46995,64,50,3.34,PhD,Cybersecurity
46996,20,50,0.9,High School,AI
46997,51,80,1.55,High School,Business Analytics
46998,56,29,2.51,Bachelor,AI
46999,33,49,1.41,High School,Data Science
47000,35,51,1.42,High School,Business Analytics
47001,25,21,2.12,Master,Data Science
47002,32,64,2.48,High School,Data Science
47003,52,71,1.78,Bachelor,AI
47004,39,17,3.01,PhD,Cybersecurity
47005,62,86,3.88,High School,Data Science
47006,54,38,2.28,PhD,Cybersecurity
47007,70,79,3.89,High School,Business Analytics
47008,34,54,1.07,Bachelor,Data Science
47009,21,68,2.28,PhD,Data Science
47010,70,31,2.85,Master,AI
47011,42,7,2.01,Bachelor,AI
47012,62,8,2.88,Bachelor,Cybersecurity
47013,65,71,1.54,High School,AI
47014,70,7,0.37,High School,Data Science
47015,59,5,0.37,High School,Business Analytics
47016,33,67,3.75,PhD,Software Engineering
47017,27,7,2.69,Master,Data Science
47018,59,65,2.99,High School,Business Analytics
47019,27,13,3.43,PhD,Business Analytics
47020,36,31,1.87,Master,Software Engineering
47021,28,91,1.52,High School,Cybersecurity
47022,38,97,0.02,PhD,Software Engineering
47023,57,83,3.09,High School,AI
47024,19,47,2.02,Master,Business Analytics
47025,25,30,3.81,High School,Business Analytics
47026,30,60,2.52,PhD,Data Science
47027,31,32,2.57,Bachelor,Cybersecurity
47028,27,11,0.23,High School,AI
47029,25,70,2.4,Master,Data Science
47030,61,14,2.64,Master,Data Science
47031,65,45,2.47,High School,Business Analytics
47032,59,53,3.88,PhD,Business Analytics
47033,59,13,1.15,Bachelor,Data Science
47034,61,88,1.96,High School,Data Science
47035,62,64,2.99,Master,Business Analytics
47036,54,23,3.21,High School,Business Analytics
47037,63,65,1.78,High School,Data Science
47038,66,92,0.3,High School,Data Science
47039,58,44,1.38,Bachelor,AI
47040,28,75,1.46,Bachelor,Data Science
47041,65,59,0.2,High School,Software Engineering
47042,23,89,0.95,PhD,Business Analytics
47043,58,55,0.73,Master,Cybersecurity
47044,18,69,3.17,PhD,Cybersecurity
47045,60,85,2.82,Bachelor,Business Analytics
47046,33,72,0.63,Master,Data Science
47047,31,82,2.4,Bachelor,Business Analytics
47048,70,19,3.42,High School,Data Science
47049,34,61,2.87,Bachelor,AI
47050,39,78,1.43,High School,Business Analytics
47051,39,50,1.14,PhD,Business Analytics
47052,47,62,0.3,Bachelor,Software Engineering
47053,64,72,2.65,Bachelor,Software Engineering
47054,62,47,1.69,PhD,AI
47055,33,59,3.92,PhD,Data Science
47056,34,28,0.62,Bachelor,Data Science
47057,60,73,3.1,Bachelor,Business Analytics
47058,34,49,1.59,Master,Business Analytics
47059,42,21,0.78,Master,Cybersecurity
47060,30,33,1.9,Bachelor,Data Science
47061,47,24,1.53,PhD,Software Engineering
47062,69,11,2.61,PhD,Business Analytics
47063,55,74,0.87,PhD,Software Engineering
47064,61,84,1.92,Bachelor,Cybersecurity
47065,69,18,3.96,Master,AI
47066,50,79,0.71,Master,Software Engineering
47067,42,6,0.74,Master,Business Analytics
47068,46,14,3.73,Bachelor,Software Engineering
47069,19,59,2.08,High School,Business Analytics
47070,32,14,1.4,High School,Data Science
47071,59,78,0.61,Master,Cybersecurity
47072,47,46,0.41,PhD,Business Analytics
47073,35,65,0.64,Master,Software Engineering
47074,66,59,2.26,Master,Data Science
47075,60,61,3.03,Master,AI
47076,24,17,0.33,Master,Cybersecurity
47077,33,69,3.23,High School,Software Engineering
47078,19,53,1.92,Master,AI
47079,40,37,2.09,Master,AI
47080,43,60,2.56,High School,Cybersecurity
47081,58,51,1.15,Master,AI
47082,56,89,1.59,Bachelor,Software Engineering
47083,19,70,3.71,Master,Business Analytics
47084,31,16,2.66,PhD,AI
47085,51,17,0.87,High School,Cybersecurity
47086,43,85,3.6,PhD,Cybersecurity
47087,66,26,0.23,High School,Data Science
47088,59,70,0.56,Master,Cybersecurity
47089,66,9,1.0,Master,Data Science
47090,18,42,2.63,Master,AI
47091,21,54,2.37,PhD,Business Analytics
47092,46,55,1.23,High School,AI
47093,55,35,3.13,PhD,Cybersecurity
47094,41,49,0.79,High School,Cybersecurity
47095,25,54,3.22,Bachelor,Software Engineering
47096,35,5,0.79,Master,Cybersecurity
47097,31,92,3.1,Master,Software Engineering
47098,43,13,2.24,PhD,Data Science
47099,33,38,3.39,Bachelor,Business Analytics
47100,28,29,2.09,PhD,Data Science
47101,42,46,2.74,PhD,Data Science
47102,28,45,2.14,PhD,Data Science
47103,48,43,0.72,PhD,Software Engineering
47104,54,96,0.89,PhD,Data Science
47105,22,78,2.41,Master,Data Science
47106,19,46,3.57,Master,AI
47107,47,36,0.86,Master,Cybersecurity
47108,26,20,1.94,PhD,Business Analytics
47109,26,55,1.13,High School,Business Analytics
47110,65,51,0.93,PhD,Business Analytics
47111,37,68,2.51,Master,Software Engineering
47112,24,70,1.91,Master,Software Engineering
47113,19,16,2.69,PhD,Software Engineering
47114,19,83,2.65,High School,Business Analytics
47115,38,19,3.94,PhD,Data Science
47116,65,77,1.4,High School,Cybersecurity
47117,19,93,0.8,High School,Data Science
47118,60,55,1.84,Master,Data Science
47119,48,89,0.99,Bachelor,Business Analytics
47120,42,26,0.08,High School,AI
47121,29,69,3.84,Master,Data Science
47122,70,80,0.08,PhD,AI
47123,69,88,1.24,Bachelor,AI
47124,37,14,2.39,High School,Software Engineering
47125,58,15,0.36,Bachelor,Business Analytics
47126,52,62,0.49,High School,Data Science
47127,51,14,2.26,High School,Business Analytics
47128,24,59,3.81,Bachelor,Software Engineering
47129,69,22,3.66,Bachelor,Cybersecurity
47130,67,94,0.36,Master,Data Science
47131,57,58,3.77,High School,Cybersecurity
47132,68,100,3.58,Master,Business Analytics
47133,54,69,2.2,Master,AI
47134,21,29,3.3,PhD,Cybersecurity
